CDS-chr,CDS-start,CDS-end,CDS-Ensembl_ID,CDS-UCSC_ID,CDS-UCSC_index,CDS-strand,CDS-gene_name,CDS-exon_unique_id,CDS-ORF-frame
chr17,29508727,29508803,ENST00000358273,uc002hgg.3,6,+,NF1,uc002hgg.3-6,1.0
chr17,29509525,29509683,ENST00000358273,uc002hgg.3,7,+,NF1,uc002hgg.3-7,2.0
chr17,29527439,29527613,ENST00000358273,uc002hgg.3,8,+,NF1,uc002hgg.3-8,0.0
chr17,29528054,29528177,ENST00000358273,uc002hgg.3,9,+,NF1,uc002hgg.3-9,0.0
chr17,29528428,29528503,ENST00000358273,uc002hgg.3,10,+,NF1,uc002hgg.3-10,0.0
chr17,29533257,29533389,ENST00000358273,uc002hgg.3,11,+,NF1,uc002hgg.3-11,0.0
chr17,29541468,29541603,ENST00000358273,uc002hgg.3,12,+,NF1,uc002hgg.3-12,0.0
chr17,29546022,29546136,ENST00000358273,uc002hgg.3,13,+,NF1,uc002hgg.3-13,0.0
chr17,29548867,29548947,ENST00000358273,uc002hgg.3,14,+,NF1,uc002hgg.3-14,2.0
chr17,29550461,29550585,ENST00000358273,uc002hgg.3,15,+,NF1,uc002hgg.3-15,1.0
chr17,29552112,29552268,ENST00000358273,uc002hgg.3,16,+,NF1,uc002hgg.3-16,0.0
chr17,29553452,29553702,ENST00000358273,uc002hgg.3,17,+,NF1,uc002hgg.3-17,1.0
chr17,29554235,29554309,ENST00000358273,uc002hgg.3,18,+,NF1,uc002hgg.3-18,2.0
chr17,29554540,29554624,ENST00000358273,uc002hgg.3,19,+,NF1,uc002hgg.3-19,0.0
chr17,29556042,29556483,ENST00000358273,uc002hgg.3,20,+,NF1,uc002hgg.3-20,0.0
chr17,29556852,29556992,ENST00000358273,uc002hgg.3,21,+,NF1,uc002hgg.3-21,2.0
chr17,29557277,29557400,ENST00000358273,uc002hgg.3,22,+,NF1,uc002hgg.3-22,0.0
chr17,29557859,29557943,ENST00000358273,uc002hgg.3,23,+,NF1,uc002hgg.3-23,0.0
chr17,29559090,29559207,ENST00000358273,uc002hgg.3,24,+,NF1,uc002hgg.3-24,0.0
chr17,29559717,29559899,ENST00000358273,uc002hgg.3,25,+,NF1,uc002hgg.3-25,2.0
chr17,29560019,29560231,ENST00000358273,uc002hgg.3,26,+,NF1,uc002hgg.3-26,2.0
chr17,29562628,29562790,ENST00000358273,uc002hgg.3,27,+,NF1,uc002hgg.3-27,0.0
chr17,29562935,29563039,ENST00000358273,uc002hgg.3,28,+,NF1,uc002hgg.3-28,2.0
chr17,29576001,29576137,ENST00000358273,uc002hgg.3,29,+,NF1,uc002hgg.3-29,1.0
chr17,29579955,29580018,ENST00000358273,uc002hgg.3,30,+,NF1,uc002hgg.3-30,0.0
chr17,29585361,29585520,ENST00000358273,uc002hgg.3,31,+,NF1,uc002hgg.3-31,0.0
chr17,29586049,29586147,ENST00000358273,uc002hgg.3,32,+,NF1,uc002hgg.3-32,2.0
chr17,29587386,29587533,ENST00000358273,uc002hgg.3,33,+,NF1,uc002hgg.3-33,0.0
chr17,29588728,29588875,ENST00000358273,uc002hgg.3,34,+,NF1,uc002hgg.3-34,0.0
chr17,29592246,29592357,ENST00000358273,uc002hgg.3,35,+,NF1,uc002hgg.3-35,0.0
chr17,29652837,29653270,ENST00000358273,uc002hgg.3,36,+,NF1,uc002hgg.3-36,1.0
chr17,29654516,29654857,ENST00000358273,uc002hgg.3,37,+,NF1,uc002hgg.3-37,2.0
chr17,29657313,29657516,ENST00000358273,uc002hgg.3,38,+,NF1,uc002hgg.3-38,2.0
chr17,29661855,29662049,ENST00000358273,uc002hgg.3,39,+,NF1,uc002hgg.3-39,2.0
chr17,29663350,29663491,ENST00000358273,uc002hgg.3,40,+,NF1,uc002hgg.3-40,0.0
chr17,29663652,29663932,ENST00000358273,uc002hgg.3,41,+,NF1,uc002hgg.3-41,1.0
chr17,29664385,29664600,ENST00000358273,uc002hgg.3,42,+,NF1,uc002hgg.3-42,2.0
chr17,29664836,29664898,ENST00000358273,uc002hgg.3,43,+,NF1,uc002hgg.3-43,2.0
chr17,29665042,29665157,ENST00000358273,uc002hgg.3,44,+,NF1,uc002hgg.3-44,1.0
chr17,29665721,29665823,ENST00000358273,uc002hgg.3,45,+,NF1,uc002hgg.3-45,0.0
chr17,29667522,29667663,ENST00000358273,uc002hgg.3,46,+,NF1,uc002hgg.3-46,0.0
chr17,29670026,29670153,ENST00000358273,uc002hgg.3,47,+,NF1,uc002hgg.3-47,1.0
chr17,29676137,29676269,ENST00000358273,uc002hgg.3,48,+,NF1,uc002hgg.3-48,0.0
chr17,29677200,29677336,ENST00000358273,uc002hgg.3,49,+,NF1,uc002hgg.3-49,1.0
chr17,29679274,29679432,ENST00000358273,uc002hgg.3,50,+,NF1,uc002hgg.3-50,2.0
chr17,29683477,29683600,ENST00000358273,uc002hgg.3,51,+,NF1,uc002hgg.3-51,0.0
chr17,29683977,29684108,ENST00000358273,uc002hgg.3,52,+,NF1,uc002hgg.3-52,2.0
chr17,29684286,29684387,ENST00000358273,uc002hgg.3,53,+,NF1,uc002hgg.3-53,2.0
chr17,29685497,29685640,ENST00000358273,uc002hgg.3,54,+,NF1,uc002hgg.3-54,2.0
chr17,29685986,29686033,ENST00000358273,uc002hgg.3,55,+,NF1,uc002hgg.3-55,2.0
chr17,29687504,29687721,ENST00000358273,uc002hgg.3,56,+,NF1,uc002hgg.3-56,1.0
chr17,29701030,29701173,ENST00000358273,uc002hgg.3,57,+,NF1,uc002hgg.3-57,2.0
chr17,37856491,37856564,ENST00000540147,uc002hso.3,0,+,ERBB2,uc002hso.3-0,1.0
chr17,37863242,37863394,ENST00000540147,uc002hso.3,1,+,ERBB2,uc002hso.3-1,2.0
chr17,37864573,37864787,ENST00000540147,uc002hso.3,2,+,ERBB2,uc002hso.3-2,1.0
chr17,37865570,37865705,ENST00000540147,uc002hso.3,3,+,ERBB2,uc002hso.3-3,0.0
chr17,37866065,37866134,ENST00000540147,uc002hso.3,4,+,ERBB2,uc002hso.3-4,0.0
chr17,37866338,37866454,ENST00000540147,uc002hso.3,5,+,ERBB2,uc002hso.3-5,2.0
chr17,37866592,37866734,ENST00000540147,uc002hso.3,6,+,ERBB2,uc002hso.3-6,1.0
chr17,37868180,37868300,ENST00000540147,uc002hso.3,7,+,ERBB2,uc002hso.3-7,0.0
chr17,37868574,37868701,ENST00000540147,uc002hso.3,8,+,ERBB2,uc002hso.3-8,1.0
chr17,37871538,37871612,ENST00000540147,uc002hso.3,9,+,ERBB2,uc002hso.3-9,2.0
chr17,37871698,37871789,ENST00000540147,uc002hso.3,10,+,ERBB2,uc002hso.3-10,1.0
chr17,37871992,37872192,ENST00000540147,uc002hso.3,11,+,ERBB2,uc002hso.3-11,2.0
chr17,37872553,37872686,ENST00000540147,uc002hso.3,12,+,ERBB2,uc002hso.3-12,1.0
chr17,37872767,37872858,ENST00000540147,uc002hso.3,13,+,ERBB2,uc002hso.3-13,1.0
chr17,37873572,37873733,ENST00000540147,uc002hso.3,14,+,ERBB2,uc002hso.3-14,2.0
chr17,37876039,37876087,ENST00000540147,uc002hso.3,15,+,ERBB2,uc002hso.3-15,0.0
chr17,37879571,37879710,ENST00000540147,uc002hso.3,16,+,ERBB2,uc002hso.3-16,1.0
chr17,37879790,37879913,ENST00000540147,uc002hso.3,17,+,ERBB2,uc002hso.3-17,0.0
chr17,37880164,37880263,ENST00000540147,uc002hso.3,18,+,ERBB2,uc002hso.3-18,0.0
chr17,37880978,37881164,ENST00000540147,uc002hso.3,19,+,ERBB2,uc002hso.3-19,0.0
chr17,37881301,37881457,ENST00000540147,uc002hso.3,20,+,ERBB2,uc002hso.3-20,0.0
chr17,37881579,37881655,ENST00000540147,uc002hso.3,21,+,ERBB2,uc002hso.3-21,1.0
chr17,37881959,37882106,ENST00000540147,uc002hso.3,22,+,ERBB2,uc002hso.3-22,0.0
chr17,37882814,37882912,ENST00000540147,uc002hso.3,23,+,ERBB2,uc002hso.3-23,2.0
chr17,37883067,37883256,ENST00000540147,uc002hso.3,24,+,ERBB2,uc002hso.3-24,0.0
chr17,37883547,37883800,ENST00000540147,uc002hso.3,25,+,ERBB2,uc002hso.3-25,1.0
chr17,37883941,37884297,ENST00000540147,uc002hso.3,26,+,ERBB2,uc002hso.3-26,2.0
chr17,38487470,38487648,ENST00000254066,uc002huk.2,1,+,RARA,uc002huk.2-1,1.0
chr17,38504567,38504716,ENST00000254066,uc002huk.2,2,+,RARA,uc002huk.2-2,2.0
chr17,38506035,38506177,ENST00000254066,uc002huk.2,3,+,RARA,uc002huk.2-3,1.0
chr17,38508161,38508322,ENST00000254066,uc002huk.2,4,+,RARA,uc002huk.2-4,2.0
chr17,38508582,38508759,ENST00000254066,uc002huk.2,5,+,RARA,uc002huk.2-5,0.0
chr17,38510553,38510758,ENST00000254066,uc002huk.2,6,+,RARA,uc002huk.2-6,1.0
chr17,38511514,38511673,ENST00000254066,uc002huk.2,7,+,RARA,uc002huk.2-7,0.0
chr17,38512260,38512478,ENST00000254066,uc002huk.2,8,+,RARA,uc002huk.2-8,2.0
chr17,41197694,41197819,ENST00000309486,uc002ict.3,0,-,BRCA1,uc002ict.3-0,2.0
chr17,41199659,41199720,ENST00000309486,uc002ict.3,1,-,BRCA1,uc002ict.3-1,1.0
chr17,41201137,41201211,ENST00000309486,uc002ict.3,2,-,BRCA1,uc002ict.3-2,2.0
chr17,41203079,41203134,ENST00000309486,uc002ict.3,3,-,BRCA1,uc002ict.3-3,1.0
chr17,41209068,41209152,ENST00000309486,uc002ict.3,4,-,BRCA1,uc002ict.3-4,0.0
chr17,41215349,41215390,ENST00000309486,uc002ict.3,5,-,BRCA1,uc002ict.3-5,2.0
chr17,41215890,41215968,ENST00000309486,uc002ict.3,6,-,BRCA1,uc002ict.3-6,0.0
chr17,41219624,41219712,ENST00000309486,uc002ict.3,7,-,BRCA1,uc002ict.3-7,1.0
chr17,41222944,41223255,ENST00000309486,uc002ict.3,8,-,BRCA1,uc002ict.3-8,2.0
chr17,41226347,41226538,ENST00000309486,uc002ict.3,9,-,BRCA1,uc002ict.3-9,2.0
chr17,41228504,41228628,ENST00000309486,uc002ict.3,10,-,BRCA1,uc002ict.3-10,1.0
chr17,41231350,41231416,ENST00000309486,uc002ict.3,11,-,BRCA1,uc002ict.3-11,0.0
chr17,41234420,41234592,ENST00000309486,uc002ict.3,12,-,BRCA1,uc002ict.3-12,1.0
chr17,41242960,41243049,ENST00000309486,uc002ict.3,13,-,BRCA1,uc002ict.3-13,2.0
chr17,41243451,41246877,ENST00000309486,uc002ict.3,14,-,BRCA1,uc002ict.3-14,0.0
chr17,41247862,41247939,ENST00000309486,uc002ict.3,15,-,BRCA1,uc002ict.3-15,2.0
chr17,41249260,41249306,ENST00000309486,uc002ict.3,16,-,BRCA1,uc002ict.3-16,1.0
chr17,41251791,41251897,ENST00000309486,uc002ict.3,17,-,BRCA1,uc002ict.3-17,1.0
chr17,41256138,41256278,ENST00000309486,uc002ict.3,18,-,BRCA1,uc002ict.3-18,2.0
chr17,41256884,41256973,ENST00000309486,uc002ict.3,19,-,BRCA1,uc002ict.3-19,2.0
chr17,41258472,41258550,ENST00000309486,uc002ict.3,20,-,BRCA1,uc002ict.3-20,0.0
chr17,41267742,41267796,ENST00000309486,uc002ict.3,21,-,BRCA1,uc002ict.3-21,0.0
chr17,41276033,41276113,ENST00000309486,uc002ict.3,22,-,BRCA1,uc002ict.3-22,2.0
chr17,44108841,44109069,ENST00000572904,uc002ikd.3,0,-,KANSL1,uc002ikd.3-0,0.0
chr17,44109412,44109665,ENST00000572904,uc002ikd.3,1,-,KANSL1,uc002ikd.3-1,1.0
chr17,44110445,44110558,ENST00000572904,uc002ikd.3,2,-,KANSL1,uc002ikd.3-2,2.0
chr17,44110768,44110826,ENST00000572904,uc002ikd.3,3,-,KANSL1,uc002ikd.3-3,1.0
chr17,44111526,44111651,ENST00000572904,uc002ikd.3,4,-,KANSL1,uc002ikd.3-4,2.0
chr17,44115903,44116052,ENST00000572904,uc002ikd.3,5,-,KANSL1,uc002ikd.3-5,2.0
chr17,44116392,44116581,ENST00000572904,uc002ikd.3,6,-,KANSL1,uc002ikd.3-6,0.0
chr17,44117067,44117250,ENST00000572904,uc002ikd.3,7,-,KANSL1,uc002ikd.3-7,0.0
chr17,44127898,44128070,ENST00000572904,uc002ikd.3,8,-,KANSL1,uc002ikd.3-8,1.0
chr17,44143902,44144098,ENST00000572904,uc002ikd.3,9,-,KANSL1,uc002ikd.3-9,1.0
chr17,44144914,44145033,ENST00000572904,uc002ikd.3,10,-,KANSL1,uc002ikd.3-10,2.0
chr17,44159806,44159908,ENST00000572904,uc002ikd.3,11,-,KANSL1,uc002ikd.3-11,0.0
chr17,44171925,44172067,ENST00000572904,uc002ikd.3,12,-,KANSL1,uc002ikd.3-12,1.0
chr17,44248220,44249509,ENST00000572904,uc002ikd.3,13,-,KANSL1,uc002ikd.3-13,2.0
chr17,48452569,48453344,ENST00000393271,uc010dbp.2,1,+,EME1,uc010dbp.2-1,1.0
chr17,48453426,48453554,ENST00000393271,uc010dbp.2,2,+,EME1,uc010dbp.2-2,2.0
chr17,48455955,48456042,ENST00000393271,uc010dbp.2,3,+,EME1,uc010dbp.2-3,0.0
chr17,48456134,48456256,ENST00000393271,uc010dbp.2,4,+,EME1,uc010dbp.2-4,2.0
chr17,48456428,48456585,ENST00000393271,uc010dbp.2,5,+,EME1,uc010dbp.2-5,1.0
chr17,48456812,48456928,ENST00000393271,uc010dbp.2,6,+,EME1,uc010dbp.2-6,2.0
chr17,48457672,48457862,ENST00000393271,uc010dbp.2,7,+,EME1,uc010dbp.2-7,1.0
chr17,48458123,48458300,ENST00000393271,uc010dbp.2,8,+,EME1,uc010dbp.2-8,0.0
chr17,56432303,56432347,ENST00000584437,uc002iwh.4,0,-,RNF43,uc002iwh.4-0,2.0
chr17,56434828,56436184,ENST00000584437,uc002iwh.4,1,-,RNF43,uc002iwh.4-1,0.0
chr17,56437509,56437612,ENST00000584437,uc002iwh.4,2,-,RNF43,uc002iwh.4-2,1.0
chr17,56438143,56438305,ENST00000584437,uc002iwh.4,3,-,RNF43,uc002iwh.4-3,0.0
chr17,56439904,56440009,ENST00000584437,uc002iwh.4,4,-,RNF43,uc002iwh.4-4,0.0
chr17,56440635,56440767,ENST00000584437,uc002iwh.4,5,-,RNF43,uc002iwh.4-5,0.0
chr17,56440886,56440961,ENST00000584437,uc002iwh.4,6,-,RNF43,uc002iwh.4-6,0.0
chr17,56448271,56448394,ENST00000584437,uc002iwh.4,7,-,RNF43,uc002iwh.4-7,0.0
chr17,56492686,56492938,ENST00000584437,uc002iwh.4,8,-,RNF43,uc002iwh.4-8,0.0
chr17,63526093,63526220,ENST00000307078,uc002jfi.3,0,-,AXIN2,uc002jfi.3-0,1.0
chr17,63530029,63530197,ENST00000307078,uc002jfi.3,1,-,AXIN2,uc002jfi.3-1,0.0
chr17,63531743,63531839,ENST00000307078,uc002jfi.3,2,-,AXIN2,uc002jfi.3-2,0.0
chr17,63532437,63532671,ENST00000307078,uc002jfi.3,3,-,AXIN2,uc002jfi.3-3,0.0
chr17,63532986,63533181,ENST00000307078,uc002jfi.3,4,-,AXIN2,uc002jfi.3-4,0.0
chr17,63533441,63533953,ENST00000307078,uc002jfi.3,5,-,AXIN2,uc002jfi.3-5,2.0
chr17,63534320,63534461,ENST00000307078,uc002jfi.3,6,-,AXIN2,uc002jfi.3-6,0.0
chr17,63537572,63537675,ENST00000307078,uc002jfi.3,7,-,AXIN2,uc002jfi.3-7,1.0
chr17,63545637,63545778,ENST00000307078,uc002jfi.3,8,-,AXIN2,uc002jfi.3-8,0.0
chr17,63553923,63554738,ENST00000307078,uc002jfi.3,9,-,AXIN2,uc002jfi.3-9,2.0
chr17,73623501,73623602,ENST00000317905,uc010dgl.3,0,-,RECQL5,uc010dgl.3-0,2.0
chr17,73623702,73623772,ENST00000317905,uc010dgl.3,1,-,RECQL5,uc010dgl.3-1,1.0
chr17,73624297,73624522,ENST00000317905,uc010dgl.3,2,-,RECQL5,uc010dgl.3-2,0.0
chr17,73624751,73624842,ENST00000317905,uc010dgl.3,3,-,RECQL5,uc010dgl.3-3,1.0
chr17,73625013,73625555,ENST00000317905,uc010dgl.3,4,-,RECQL5,uc010dgl.3-4,2.0
chr17,73625787,73625922,ENST00000317905,uc010dgl.3,5,-,RECQL5,uc010dgl.3-5,0.0
chr17,73626263,73626357,ENST00000317905,uc010dgl.3,6,-,RECQL5,uc010dgl.3-6,1.0
chr17,73626698,73626772,ENST00000317905,uc010dgl.3,7,-,RECQL5,uc010dgl.3-7,2.0
chr17,73626858,73626917,ENST00000317905,uc010dgl.3,8,-,RECQL5,uc010dgl.3-8,2.0
chr17,73627053,73627090,ENST00000317905,uc010dgl.3,9,-,RECQL5,uc010dgl.3-9,1.0
chr17,73627229,73627329,ENST00000317905,uc010dgl.3,10,-,RECQL5,uc010dgl.3-10,1.0
chr17,73627529,73627748,ENST00000317905,uc010dgl.3,11,-,RECQL5,uc010dgl.3-11,0.0
chr17,73647265,73647345,ENST00000317905,uc010dgl.3,12,-,RECQL5,uc010dgl.3-12,2.0
chr17,73654377,73654540,ENST00000317905,uc010dgl.3,13,-,RECQL5,uc010dgl.3-13,1.0
chr17,73657034,73657146,ENST00000317905,uc010dgl.3,14,-,RECQL5,uc010dgl.3-14,1.0
chr17,73657685,73657788,ENST00000317905,uc010dgl.3,15,-,RECQL5,uc010dgl.3-15,1.0
chr17,73658558,73659077,ENST00000317905,uc010dgl.3,16,-,RECQL5,uc010dgl.3-16,0.0
chr17,73661130,73661252,ENST00000317905,uc010dgl.3,17,-,RECQL5,uc010dgl.3-17,2.0
chr17,73662507,73662637,ENST00000317905,uc010dgl.3,18,-,RECQL5,uc010dgl.3-18,1.0
chr18,19751105,19752240,ENST00000269216,uc002ktt.2,1,+,GATA6,uc002ktt.2-1,1.0
chr18,19756915,19757082,ENST00000269216,uc002ktt.2,2,+,GATA6,uc002ktt.2-2,2.0
chr18,19761413,19761539,ENST00000269216,uc002ktt.2,3,+,GATA6,uc002ktt.2-3,0.0
chr18,19762717,19762805,ENST00000269216,uc002ktt.2,4,+,GATA6,uc002ktt.2-4,1.0
chr18,19762900,19763004,ENST00000269216,uc002ktt.2,5,+,GATA6,uc002ktt.2-5,2.0
chr18,19780618,19780786,ENST00000269216,uc002ktt.2,6,+,GATA6,uc002ktt.2-6,0.0
chr18,45368197,45368321,ENST00000402690,uc002lcz.4,0,-,SMAD2,uc002lcz.4-0,1.0
chr18,45371710,45371855,ENST00000402690,uc002lcz.4,1,-,SMAD2,uc002lcz.4-1,1.0
chr18,45372033,45372171,ENST00000402690,uc002lcz.4,2,-,SMAD2,uc002lcz.4-2,0.0
chr18,45374845,45375058,ENST00000402690,uc002lcz.4,3,-,SMAD2,uc002lcz.4-3,0.0
chr18,45377644,45377698,ENST00000402690,uc002lcz.4,4,-,SMAD2,uc002lcz.4-4,0.0
chr18,45391429,45391504,ENST00000402690,uc002lcz.4,5,-,SMAD2,uc002lcz.4-5,0.0
chr18,45394693,45394828,ENST00000402690,uc002lcz.4,6,-,SMAD2,uc002lcz.4-6,0.0
chr18,45395613,45395807,ENST00000402690,uc002lcz.4,7,-,SMAD2,uc002lcz.4-7,2.0
chr18,45396845,45396935,ENST00000402690,uc002lcz.4,8,-,SMAD2,uc002lcz.4-8,0.0
chr18,45422891,45423127,ENST00000402690,uc002lcz.4,9,-,SMAD2,uc002lcz.4-9,2.0
chr18,46447741,46448280,ENST00000262158,uc002ldg.3,0,-,SMAD7,uc002ldg.3-0,2.0
chr18,46468850,46468925,ENST00000262158,uc002ldg.3,1,-,SMAD7,uc002ldg.3-1,0.0
chr18,46474753,46474807,ENST00000262158,uc002ldg.3,2,-,SMAD7,uc002ldg.3-2,0.0
chr18,46476181,46476794,ENST00000262158,uc002ldg.3,3,-,SMAD7,uc002ldg.3-3,1.0
chr18,48573416,48573665,ENST00000342988,uc010xdp.2,1,+,SMAD4,uc010xdp.2-1,0.0
chr18,48575055,48575230,ENST00000342988,uc010xdp.2,2,+,SMAD4,uc010xdp.2-2,1.0
chr18,48575664,48575694,ENST00000342988,uc010xdp.2,3,+,SMAD4,uc010xdp.2-3,0.0
chr18,48581150,48581363,ENST00000342988,uc010xdp.2,4,+,SMAD4,uc010xdp.2-4,0.0
chr18,48584494,48584614,ENST00000342988,uc010xdp.2,5,+,SMAD4,uc010xdp.2-5,0.0
chr18,48584709,48584826,ENST00000342988,uc010xdp.2,6,+,SMAD4,uc010xdp.2-6,0.0
chr18,48586235,48586286,ENST00000342988,uc010xdp.2,7,+,SMAD4,uc010xdp.2-7,0.0
chr18,48591792,48591976,ENST00000342988,uc010xdp.2,8,+,SMAD4,uc010xdp.2-8,1.0
chr18,48593388,48593557,ENST00000342988,uc010xdp.2,9,+,SMAD4,uc010xdp.2-9,1.0
chr18,48603007,48603146,ENST00000342988,uc010xdp.2,10,+,SMAD4,uc010xdp.2-10,1.0
chr18,48604625,48604837,ENST00000342988,uc010xdp.2,11,+,SMAD4,uc010xdp.2-11,2.0
chr19,1206912,1207202,ENST00000326873,uc002lrl.1,0,+,STK11,uc002lrl.1-0,2.0
chr19,1218415,1218499,ENST00000326873,uc002lrl.1,1,+,STK11,uc002lrl.1-1,0.0
chr19,1219322,1219412,ENST00000326873,uc002lrl.1,2,+,STK11,uc002lrl.1-2,0.0
chr19,1220371,1220504,ENST00000326873,uc002lrl.1,3,+,STK11,uc002lrl.1-3,1.0
chr19,1220579,1220716,ENST00000326873,uc002lrl.1,4,+,STK11,uc002lrl.1-4,2.0
chr19,1221211,1221339,ENST00000326873,uc002lrl.1,5,+,STK11,uc002lrl.1-5,2.0
chr19,1221947,1222005,ENST00000326873,uc002lrl.1,6,+,STK11,uc002lrl.1-6,1.0
chr19,1222983,1223171,ENST00000326873,uc002lrl.1,7,+,STK11,uc002lrl.1-7,2.0
chr19,1226452,1226646,ENST00000326873,uc002lrl.1,8,+,STK11,uc002lrl.1-8,2.0
chr19,5206784,5206853,ENST00000357368,uc002mbv.3,0,-,PTPRS,uc002mbv.3-0,0.0
chr19,5207932,5208068,ENST00000357368,uc002mbv.3,1,-,PTPRS,uc002mbv.3-1,1.0
chr19,5208247,5208402,ENST00000357368,uc002mbv.3,2,-,PTPRS,uc002mbv.3-2,2.0
chr19,5210479,5210605,ENST00000357368,uc002mbv.3,3,-,PTPRS,uc002mbv.3-3,0.0
chr19,5210689,5210816,ENST00000357368,uc002mbv.3,4,-,PTPRS,uc002mbv.3-4,1.0
chr19,5211600,5211779,ENST00000357368,uc002mbv.3,5,-,PTPRS,uc002mbv.3-5,2.0
chr19,5211975,5212261,ENST00000357368,uc002mbv.3,6,-,PTPRS,uc002mbv.3-6,1.0
chr19,5212347,5212502,ENST00000357368,uc002mbv.3,7,-,PTPRS,uc002mbv.3-7,2.0
chr19,5214371,5214491,ENST00000357368,uc002mbv.3,8,-,PTPRS,uc002mbv.3-8,0.0
chr19,5214571,5214747,ENST00000357368,uc002mbv.3,9,-,PTPRS,uc002mbv.3-9,2.0
chr19,5215299,5215423,ENST00000357368,uc002mbv.3,10,-,PTPRS,uc002mbv.3-10,1.0
chr19,5215508,5215606,ENST00000357368,uc002mbv.3,11,-,PTPRS,uc002mbv.3-11,2.0
chr19,5216730,5216778,ENST00000357368,uc002mbv.3,12,-,PTPRS,uc002mbv.3-12,0.0
chr19,5218430,5218543,ENST00000357368,uc002mbv.3,13,-,PTPRS,uc002mbv.3-13,2.0
chr19,5218797,5218809,ENST00000357368,uc002mbv.3,14,-,PTPRS,uc002mbv.3-14,0.0
chr19,5219320,5219478,ENST00000357368,uc002mbv.3,15,-,PTPRS,uc002mbv.3-15,2.0
chr19,5219949,5220165,ENST00000357368,uc002mbv.3,16,-,PTPRS,uc002mbv.3-16,0.0
chr19,5220270,5220364,ENST00000357368,uc002mbv.3,17,-,PTPRS,uc002mbv.3-17,1.0
chr19,5221010,5221264,ENST00000357368,uc002mbv.3,18,-,PTPRS,uc002mbv.3-18,2.0
chr19,5222133,5222231,ENST00000357368,uc002mbv.3,19,-,PTPRS,uc002mbv.3-19,2.0
chr19,5222699,5223308,ENST00000357368,uc002mbv.3,20,-,PTPRS,uc002mbv.3-20,0.0
chr19,5225737,5225855,ENST00000357368,uc002mbv.3,21,-,PTPRS,uc002mbv.3-21,1.0
chr19,5229326,5229353,ENST00000357368,uc002mbv.3,22,-,PTPRS,uc002mbv.3-22,0.0
chr19,5229501,5229695,ENST00000357368,uc002mbv.3,23,-,PTPRS,uc002mbv.3-23,2.0
chr19,5231320,5231626,ENST00000357368,uc002mbv.3,24,-,PTPRS,uc002mbv.3-24,0.0
chr19,5238929,5239074,ENST00000357368,uc002mbv.3,25,-,PTPRS,uc002mbv.3-25,1.0
chr19,5240209,5240343,ENST00000357368,uc002mbv.3,26,-,PTPRS,uc002mbv.3-26,2.0
chr19,5243911,5244493,ENST00000357368,uc002mbv.3,27,-,PTPRS,uc002mbv.3-27,0.0
chr19,5245786,5246056,ENST00000357368,uc002mbv.3,28,-,PTPRS,uc002mbv.3-28,0.0
chr19,5256118,5256130,ENST00000357368,uc002mbv.3,29,-,PTPRS,uc002mbv.3-29,0.0
chr19,5258027,5258138,ENST00000357368,uc002mbv.3,30,-,PTPRS,uc002mbv.3-30,0.0
chr19,5260815,5260833,ENST00000357368,uc002mbv.3,31,-,PTPRS,uc002mbv.3-31,0.0
chr19,5262974,5262983,ENST00000357368,uc002mbv.3,32,-,PTPRS,uc002mbv.3-32,0.0
chr19,5265018,5265207,ENST00000357368,uc002mbv.3,33,-,PTPRS,uc002mbv.3-33,0.0
chr19,5273452,5273594,ENST00000357368,uc002mbv.3,34,-,PTPRS,uc002mbv.3-34,1.0
chr19,5274209,5274355,ENST00000357368,uc002mbv.3,35,-,PTPRS,uc002mbv.3-35,2.0
chr19,5286060,5286151,ENST00000357368,uc002mbv.3,36,-,PTPRS,uc002mbv.3-36,1.0
chr19,7684471,7684533,ENST00000358368,uc002mgx.3,0,-,XAB2,uc002mgx.3-0,2.0
chr19,7684632,7684742,ENST00000358368,uc002mgx.3,1,-,XAB2,uc002mgx.3-1,2.0
chr19,7684831,7684961,ENST00000358368,uc002mgx.3,2,-,XAB2,uc002mgx.3-2,1.0
chr19,7685160,7685332,ENST00000358368,uc002mgx.3,3,-,XAB2,uc002mgx.3-3,1.0
chr19,7685432,7685555,ENST00000358368,uc002mgx.3,4,-,XAB2,uc002mgx.3-4,0.0
chr19,7685731,7685922,ENST00000358368,uc002mgx.3,5,-,XAB2,uc002mgx.3-5,2.0
chr19,7686020,7686183,ENST00000358368,uc002mgx.3,6,-,XAB2,uc002mgx.3-6,1.0
chr19,7687216,7687330,ENST00000358368,uc002mgx.3,7,-,XAB2,uc002mgx.3-7,0.0
chr19,7687415,7687547,ENST00000358368,uc002mgx.3,8,-,XAB2,uc002mgx.3-8,0.0
chr19,7687647,7687779,ENST00000358368,uc002mgx.3,9,-,XAB2,uc002mgx.3-9,0.0
chr19,7688055,7688175,ENST00000358368,uc002mgx.3,10,-,XAB2,uc002mgx.3-10,0.0
chr19,7688616,7688768,ENST00000358368,uc002mgx.3,11,-,XAB2,uc002mgx.3-11,2.0
chr19,7689186,7689331,ENST00000358368,uc002mgx.3,12,-,XAB2,uc002mgx.3-12,1.0
chr19,7690765,7690930,ENST00000358368,uc002mgx.3,13,-,XAB2,uc002mgx.3-13,0.0
chr19,7691021,7691156,ENST00000358368,uc002mgx.3,14,-,XAB2,uc002mgx.3-14,0.0
chr19,7692128,7692326,ENST00000358368,uc002mgx.3,15,-,XAB2,uc002mgx.3-15,0.0
